"Row.names";"Transect";"Site";"Plant";"Lat_decimal";"Long_decimal";"Altitude_masl";"Clay";"Silt";"Sand";"Herbivory";"Veg_cover";"Gram_cover";"Shrub_cover";"H_comosum_cover";"PrecWorldClim";"PETWorldClim";"AIWorldClim";"MeanTempWorldClim";"TmaxWorldClim";"TminWorldClim";"Endophyte";"Sampling_year_biomass_mg";"Spikes";"X.N";"X.C";"d18OCellulose";"d13Ccellu";"d13CcelluAlt";"X.P";"pH";"ec_dS_cm";"PWA.X";"RhizoX.N";"RhizoX.C";"AMF";"iWUEmes";"d18O_rain";"Big_d18O";"d18O_rain_Ap_Sep";"Big_d18O_Ap_Sep";"d18O_rain_Ap_Sep2013";"Big_d18O_Ap_Sep2013";"RH_Average";"Sample";"OTU_Soil_sample_mgr";"seq_depth_from_Otu_table";"R1_seq_depth";"R2_seq_depth";"sum_Otu";"n_seq";"Richness";"Chao1";"ACE";"Shannon";"InvSimpson";"pielou"
"CC221";4;30;7;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;403;7;0.89;41.59;26.16;-26.56;-27;0.16;6.2;0;7.537;0.09;0.73;17.67978425;49.19894224;-8.434845;34.8891294;-9.200023;35.6883567;-9.776475;36.29127575;56.07213;"CC221";220;13223344;13813774;13816941;39794;7964;500;599.75;615.46863602213;4.78408232246007;53.6678388779264;0.769812391496526
"CC222";4;30;8;-41.12583333;-70.73472222;954;0.04;22.69;77.27;"Intense";50;25;25;5;516;1012.2;0.509780676;8.091666667;14.38333333;1.833333333;1;1009;26;0.97;42.44;33.29;-24.91;-25.35;0.16;6.15;0;9.024;0.22;2.32;0;58.44782482;-8.434845;42.07978143;-9.200023;42.88456196;-9.776475;43.49167023;56.07213;"CC222";241;15930677;17019868;17024090;47597;7965;503;660.733333333333;696.732188427877;4.67622567546791;49.0584235568681;0.751733444512216
"CC223";4;31;1;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;681;6;0.41;43.77;27.97;-26.48;-27.0663;0.22;5.94;0.13;8.421;0.05;0.46;45.67978425;48.87928956;-8.434845;36.71452634;-9.200023;37.51516337;-9.776475;38.11914588;52.87427;"CC223";217;11007322;12290010;12290642;33441;7975;539;657.932584269663;668.186150878095;4.96051975390061;54.848977068006;0.788671554059432
"CC224";4;31;2;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;628;3;0.66;42.06;29.79;-25.97;-26.5563;0.19;6.34;0;8.453;0.07;0.5;12.90084078;51.74177272;-8.434845;38.55000835;-9.200023;39.35206288;-9.776475;39.95711473;52.87427;"CC224";227;13106996;13802393;13803906;40389;7985;466;582.45;593.74829125211;4.40352567142863;31.3933121058309;0.716698018850676
"CC225";4;31;3;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;1258;15;0.72;41.71;28.24;-26.43;-27.0163;0.25;6.33;0;8.453;0.08;0.5;34.34978425;49.16005784;-8.434845;36.98682312;-9.200023;37.78767044;-9.776475;38.39181159;52.87427;"CC225";230;11015664;11542486;11545108;33120;7984;470;591.774647887324;596.992189146006;4.72288492845995;49.9272023209038;0.767607689592158
"CC226";4;31;4;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;826;9;0.73;40.43;26.54;-27.93;-28.5163;0.23;6.2;0;8.494;0.08;0.55;47.67978425;40.72443751;-8.434845;35.27236191;-9.200023;36.07188517;-9.776475;36.67502749;52.87427;"CC226";234;5296390;5534694;5535627;15877;7987;369;378.754098360656;385.916447343187;4.70273173582;52.3475755912186;0.795617244007449
"CC227";4;31;5;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;1434;13;0.77;40.53;29.76;-26.55;-27.1363;0.19;6.1;0;8.453;0.07;0.5;59.01978425;48.48616549;-8.434845;38.51975315;-9.200023;39.32178432;-9.776475;39.92681854;52.87427;"CC227";220;12015825;12696077;12697706;36152;7978;450;550.682926829268;581.272983189987;4.51958720819808;36.8961746479853;0.73979440953562
"CC228";4;31;6;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;1686;23;0.65;42.16;29;-26.37;-26.9563;0.15;5.69;0;8.397;0.05;0.43;17.67978425;49.49694169;-8.434845;37.75328813;-9.200023;38.55472738;-9.776475;39.15931506;52.87427;"CC228";216;18311952;20577013;20580043;56058;7935;490;616.735632183908;638.838062690422;4.52568543846362;36.2236215552905;0.730608533461925
"CC229";4;31;7;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;400;6;1.03;39.78;27.9;-26.89;-27.4763;0.21;6.19;0;8.641;0.09;0.73;63.67978425;46.57590069;-8.434845;36.64393088;-9.200023;37.44451338;-9.776475;38.04845477;52.87427;"CC229";227;9790759;10832255;10834366;30446;7958;562;669.04854368932;685.410549290104;5.07648420867459;71.9079511210324;0.801781998809624
"CC230";4;31;8;-41.05138889;-70.44527778;1087;22.76;11.08;66.16;"Moderate";40;30;10;3;390;1005.6;0.387828162;7.825;14.325;1.358333333;1;1357;15;0.91;42.31;28.51;-26.37;-26.9563;0.19;6.51;0;8.758;0.11;0.87;45.01978425;49.49694169;-8.434845;37.2591199;-9.200023;38.06017751;-9.776475;38.6644773;52.87427;"CC230";223;11498930;12004149;12007076;34231;7983;541;690.013698630137;671.571835333517;4.98313632568357;70.2381736482398;0.791801102849281
"CC231";4;32;1;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;1;1240;2;0.58;41.42;27.86;-26.54;-27.1648;0.2;6.51;0;9.505;0.08;0.45;28.49136365;48.38085518;-9.17293;37.37577537;-9.981673;38.22320453;-9.558663;37.77978725;50.34466;"CC231";237;4265393;4613673;4614370;12691;7973;426;434.61;446.680799790837;4.73840650342289;51.6558136095516;0.782633408713988
"CC232";4;32;2;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;1;477;8;0.5;42.85;27.45;-27.4;-28.0248;0.15;7.36;0;9.54;0.07;0.49;30.49136365;43.54614061;-9.17293;36.96197965;-9.981673;37.80907078;-9.558663;37.36583038;50.34466;"CC232";221;7945776;8002305;8003610;23620;7914;424;480.289473684211;493.843469562062;4.42515033657003;34.0784739626239;0.731462033710436
"CC233";4;32;3;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;1;344;4;0.58;37.83;26.48;-28.45;-29.0748;0.19;6.73;0;9.646;0.1;0.61;37.01978425;37.63167935;-9.17293;35.98299954;-9.981673;36.82929094;-9.558663;36.38646899;50.34466;"CC233";226;5131016;5193437;5194998;15336;7983;357;373.575;388.142607762135;4.45565181742656;39.4512269332889;0.758055819936413
"CC234";4;32;4;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;1;491;10;0.83;38.85;26.66;-25.84;-26.4648;0.18;6.72;0;9.839;0.09;0.82;42.91188867;52.30978213;-9.17293;36.16466595;-9.981673;37.01110576;-9.558663;36.56820616;50.34466;"CC234";226;9537122;9733633;9736040;28555;7974;510;661.083333333333;643.53180711495;4.72943076779343;47.9774994680458;0.758601089319228
"CC235";4;32;5;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;0;1068.6;28;0.61;43.47;27.94;-26.29;-26.9148;0.14;7.12;0;9.915;0.12;0.9;14.34978425;49.78469228;-9.17293;37.456516;-9.981673;38.30401111;-9.558663;37.86055933;50.34466;"CC235";231;14050009;14771667;14773718;41161;7952;427;539.79746835443;577.122367301131;4.41240512950627;38.2495932136545;0.728506269972502
"CC236";4;32;6;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;0;887;10;0.62;39.41;26.79;-27.39;-28.0148;0.16;6.9;0;9.601;0.08;0.56;12.02573366;43.60240738;-9.17293;36.29586947;-9.981673;37.14241646;-9.558663;36.69946078;50.34466;"CC236";213;16566510;17158526;17161579;51323;7973;503;656.333333333333;676.927773602658;4.58063585873206;37.9341548486811;0.736366764804667
"CC237";4;32;7;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;0;230;6;0.57;43.4;28.92;-26.42;-27.0448;0.06;7.24;0;9.628;0.09;0.59;NA;49.05478702;-9.17293;38.44558869;-9.981673;39.29389178;-9.558663;38.85001722;50.34466;"CC237";219;7199717;8594064;8595990;21664;7978;483;542.888888888889;549.229940689571;4.77622787517836;45.9650094315369;0.772850324336176
"CC238";4;32;8;-41.28333333;-70.01;1122;0.05;32.78;67.17;"Intense";30;15;15;1;272;1002.9;0.271213481;7.55;14.30833333;0.841666667;1;666;16;0.67;43.72;28.7;-24.77;-25.3948;0.11;6.7;0;9.709;0.08;0.68;15.01978425;58.30452064;-9.17293;38.22355197;-9.981673;39.07167367;-9.558663;38.62789402;50.34466;"CC238";213;7248056;7712898;7714337;22273;7977;376;388.128205128205;397.166844491403;4.17559002514353;19.4770183073023;0.704195505652923
